"Age","Status","Studies","YearsOfExperience","Indentation_Length","Nesting_Level","Distance_from_Center","Correct","number_of_given_answers","expected_answer","given_answer","is_correct","time_in_milliseconds","Subject","Name","Q1","Q3","IQR","Lower_Bound","Upper_Bound","Outlier_Flag"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",6,2,1,1,2,2,"True",2972,16,,1819.0,2262.0,443.0,490.0,3591.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",4,0,1,1,1,1,"True",2011,16,,1658.0,2011.0,353.0,599.0,3070.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",1,3,1,1,4,4,"True",3141,16,,1830.0,3054.0,1224.0,-1842.0,6726.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",4,0,0,1,1,4,"False",8477,16,,3391.0,5144.0,1753.0,-1868.0,10403.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",4,0,1,1,3,3,"True",3391,16,,1659.0,2260.0,601.0,-144.0,4063.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",4,0,1,1,2,2,"True",6396,16,,3505.0,5153.0,1648.0,-1439.0,10097.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",6,2,1,1,6,6,"True",2057,16,,1819.0,2262.0,443.0,490.0,3591.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",1,3,1,1,1,1,"True",1577,16,,1435.0,1577.0,142.0,1009.0,2003.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",6,2,1,1,1,1,"True",2362,16,,2258.0,3194.0,936.0,-550.0,6002.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",3,1,1,1,6,6,"True",1744,16,,1637.0,1879.0,242.0,911.0,2605.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",5,1,1,1,3,3,"True",1675,16,,1660.0,2245.0,585.0,-95.0,4000.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",1,3,1,1,2,2,"True",1431,16,,1440.0,1503.0,63.0,1251.0,1692.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",5,1,1,1,7,7,"True",1822,16,,1513.0,1822.0,309.0,586.0,2749.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",6,2,1,1,5,5,"True",1580,16,,1444.0,1650.0,206.0,826.0,2268.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",4,0,1,1,1,1,"True",2106,16,,1659.0,2260.0,601.0,-144.0,4063.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",5,1,1,1,4,4,"True",2476,16,,1513.0,1822.0,309.0,586.0,2749.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",4,0,0,1,1,5,"False",3391,16,,3391.0,5144.0,1753.0,-1868.0,10403.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",5,1,1,1,6,6,"True",1513,16,,1513.0,1822.0,309.0,586.0,2749.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",1,3,1,1,5,5,"True",1572,16,,1435.0,1577.0,142.0,1009.0,2003.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",6,2,0,1,5,2,"False",3565,16,,3517.0,3640.0,123.0,3148.0,4009.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",6,2,1,1,4,4,"True",3517,16,,3517.0,3640.0,123.0,3148.0,4009.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",2,2,1,1,6,6,"True",2682,16,,1624.0,2388.0,764.0,-668.0,4680.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",4,0,1,1,2,2,"True",2136,16,,1413.0,1565.0,152.0,957.0,2021.0,"Outlier"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",1,3,1,1,5,5,"True",2510,16,,1988.0,2510.0,522.0,422.0,4076.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",7,3,1,1,6,6,"True",1727,16,,1490.0,1727.0,237.0,779.0,2438.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",1,3,1,1,5,5,"True",3054,16,,1830.0,3054.0,1224.0,-1842.0,6726.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",3,1,1,1,5,5,"True",3228,16,,2410.0,2576.0,166.0,1912.0,3074.0,"Outlier"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",1,3,1,1,3,3,"True",1498,16,,1424.0,1498.0,74.0,1202.0,1720.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",5,1,1,1,2,2,"True",2585,16,,1660.0,2245.0,585.0,-95.0,4000.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",2,2,1,1,7,7,"True",2388,16,,1624.0,2388.0,764.0,-668.0,4680.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",3,1,1,1,2,2,"True",2111,16,,1633.0,2142.0,509.0,106.0,3669.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",4,0,1,1,2,2,"True",2808,16,,1653.0,2808.0,1155.0,-1812.0,6273.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",1,3,1,1,1,1,"True",1503,16,,1440.0,1503.0,63.0,1251.0,1692.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",6,2,1,1,4,4,"True",1790,16,,1790.0,2941.0,1151.0,-1663.0,6394.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",7,3,1,1,3,3,"True",2377,16,,1376.0,1553.0,177.0,845.0,2084.0,"Outlier"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",5,1,1,1,1,1,"True",1271,16,,1660.0,2245.0,585.0,-95.0,4000.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",6,2,1,1,3,3,"True",3194,16,,2258.0,3194.0,936.0,-550.0,6002.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",3,1,1,1,1,1,"True",3201,16,,1637.0,1879.0,242.0,911.0,2605.0,"Outlier"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",6,2,1,1,1,1,"True",2000,16,,1434.0,2000.0,566.0,-264.0,3698.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",7,3,1,1,1,1,"True",1587,16,,1527.0,1716.0,189.0,960.0,2283.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",6,2,1,1,7,7,"True",2087,16,,1434.0,2000.0,566.0,-264.0,3698.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",6,2,1,1,1,1,"True",2941,16,,1790.0,2941.0,1151.0,-1663.0,6394.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",1,3,1,1,2,2,"True",2945,16,,1988.0,2510.0,522.0,422.0,4076.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",4,0,1,1,7,7,"True",5153,16,,3505.0,5153.0,1648.0,-1439.0,10097.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",1,3,1,1,6,6,"True",1656,16,,1988.0,2510.0,522.0,422.0,4076.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",3,1,1,1,3,3,"True",2142,16,,1633.0,2142.0,509.0,106.0,3669.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",3,1,1,1,1,1,"True",1487,16,,1633.0,2142.0,509.0,106.0,3669.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",7,3,1,1,4,4,"True",1527,16,,1527.0,1716.0,189.0,960.0,2283.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",2,2,1,1,7,7,"True",3801,16,,2041.0,3221.0,1180.0,-1499.0,6761.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",3,1,1,1,3,3,"True",4101,16,,2635.0,4317.0,1682.0,-2411.0,9363.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",4,0,1,1,3,3,"True",1768,16,,1658.0,2011.0,353.0,599.0,3070.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",6,2,1,1,3,3,"True",1692,16,,1819.0,2262.0,443.0,490.0,3591.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",6,2,1,1,5,5,"True",1973,16,,1790.0,2941.0,1151.0,-1663.0,6394.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",6,2,1,1,5,5,"True",3597,16,,2258.0,3194.0,936.0,-550.0,6002.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",3,1,1,1,1,1,"True",2410,16,,2410.0,2576.0,166.0,1912.0,3074.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",5,1,1,1,4,4,"True",2421,16,,2866.0,5404.0,2538.0,-4748.0,13018.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",1,3,1,1,5,5,"True",1479,16,,1605.0,2206.0,601.0,-198.0,4009.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",1,3,1,1,6,6,"True",3079,16,,1605.0,2206.0,601.0,-198.0,4009.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",2,2,1,1,3,3,"True",1948,16,,1490.0,2273.0,783.0,-859.0,4622.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",4,0,1,1,5,5,"True",1562,16,,1658.0,2011.0,353.0,599.0,3070.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",2,2,1,1,6,6,"True",2072,16,,1624.0,2388.0,764.0,-668.0,4680.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",2,2,1,1,3,3,"True",1459,16,,1684.0,2077.0,393.0,505.0,3256.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",5,1,1,1,4,4,"True",2778,16,,2383.0,2778.0,395.0,1198.0,3963.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",6,2,1,1,4,4,"True",1434,16,,1434.0,2000.0,566.0,-264.0,3698.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",5,1,1,1,1,1,"True",2146,16,,2006.0,2596.0,590.0,236.0,4366.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",2,2,1,1,1,1,"True",1564,16,,2041.0,3221.0,1180.0,-1499.0,6761.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",1,3,1,1,5,5,"True",1988,16,,1988.0,2510.0,522.0,422.0,4076.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",5,1,1,1,6,6,"True",2006,16,,2006.0,2596.0,590.0,236.0,4366.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",4,0,1,1,1,1,"True",2177,16,,1658.0,2011.0,353.0,599.0,3070.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",7,3,1,1,1,1,"True",1472,16,,1532.0,2487.0,955.0,-1333.0,5352.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",6,2,1,1,2,2,"True",1318,16,,1444.0,1650.0,206.0,826.0,2268.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",6,2,1,1,2,2,"True",5377,16,,3517.0,3640.0,123.0,3148.0,4009.0,"Outlier"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",5,1,1,1,2,2,"True",1417,16,,1444.0,1637.0,193.0,865.0,2216.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",5,1,1,1,3,3,"True",1611,16,,1513.0,1822.0,309.0,586.0,2749.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",4,0,1,1,2,2,"True",1545,16,,1413.0,1565.0,152.0,957.0,2021.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",1,3,1,1,2,2,"True",1424,16,,1424.0,1498.0,74.0,1202.0,1720.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",7,3,1,1,5,5,"True",1510,16,,1490.0,1727.0,237.0,779.0,2438.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",7,3,1,1,4,4,"True",2056,16,,1527.0,1716.0,189.0,960.0,2283.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",2,2,1,1,4,4,"True",1490,16,,1490.0,2273.0,783.0,-859.0,4622.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",1,3,1,1,2,2,"True",2206,16,,1605.0,2206.0,601.0,-198.0,4009.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",3,1,1,1,2,2,"True",4317,16,,2635.0,4317.0,1682.0,-2411.0,9363.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",4,0,1,1,5,5,"True",2260,16,,1659.0,2260.0,601.0,-144.0,4063.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",6,2,1,1,2,2,"True",1773,16,,2258.0,3194.0,936.0,-550.0,6002.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",3,1,1,1,1,1,"True",1879,16,,1637.0,1879.0,242.0,911.0,2605.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",2,2,1,1,3,3,"True",1684,16,,1684.0,2077.0,393.0,505.0,3256.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",5,1,0,1,7,1,"False",3244,16,,2866.0,5404.0,2538.0,-4748.0,13018.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",2,2,1,1,3,3,"True",2571,16,,1684.0,2077.0,393.0,505.0,3256.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",6,2,1,1,7,7,"True",2166,16,,1444.0,1650.0,206.0,826.0,2268.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",3,1,1,1,4,4,"True",5633,16,,2635.0,4317.0,1682.0,-2411.0,9363.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",3,1,1,1,4,4,"True",1370,16,,1361.0,1471.0,110.0,1031.0,1801.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",7,3,1,1,5,5,"True",1532,16,,1532.0,2487.0,955.0,-1333.0,5352.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",2,2,1,1,6,6,"True",1647,16,,1444.0,1833.0,389.0,277.0,3000.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",5,1,1,1,2,2,"True",1468,16,,1444.0,1637.0,193.0,865.0,2216.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",5,1,1,1,7,7,"True",3745,16,,2383.0,2778.0,395.0,1198.0,3963.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",6,2,1,1,2,2,"True",1369,16,,1434.0,2000.0,566.0,-264.0,3698.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",3,1,1,1,5,5,"True",2576,16,,2410.0,2576.0,166.0,1912.0,3074.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",1,3,1,1,4,4,"True",1849,16,,1424.0,1498.0,74.0,1202.0,1720.0,"Outlier"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",7,3,1,1,1,1,"True",1425,16,,1376.0,1553.0,177.0,845.0,2084.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",5,1,0,1,5,2,"False",2866,16,,2866.0,5404.0,2538.0,-4748.0,13018.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",5,1,1,1,3,3,"True",2383,16,,2383.0,2778.0,395.0,1198.0,3963.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",2,2,1,1,6,6,"True",2041,16,,2041.0,3221.0,1180.0,-1499.0,6761.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",7,3,1,1,2,2,"True",1376,16,,1376.0,1553.0,177.0,845.0,2084.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",1,3,1,1,1,1,"True",1440,16,,1440.0,1503.0,63.0,1251.0,1692.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",7,3,1,1,7,7,"True",1716,16,,1527.0,1716.0,189.0,960.0,2283.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",3,1,1,1,7,7,"True",3107,16,,1361.0,1471.0,110.0,1031.0,1801.0,"Outlier"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",7,3,1,1,7,7,"True",1704,16,,1604.0,1832.0,228.0,920.0,2516.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",2,2,1,1,2,2,"True",1544,16,,1544.0,1868.0,324.0,572.0,2840.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",3,1,1,1,4,4,"True",1633,16,,1633.0,2142.0,509.0,106.0,3669.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",5,1,1,1,2,2,"True",2245,16,,1660.0,2245.0,585.0,-95.0,4000.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",1,3,1,1,7,7,"True",1653,16,,1435.0,1577.0,142.0,1009.0,2003.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",5,1,1,1,5,5,"True",1755,16,,2006.0,2596.0,590.0,236.0,4366.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",7,3,1,1,5,5,"True",1689,16,,1358.0,1689.0,331.0,365.0,2682.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",7,3,1,1,7,7,"True",2487,16,,1532.0,2487.0,955.0,-1333.0,5352.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",7,3,1,1,7,7,"True",1604,16,,1604.0,1832.0,228.0,920.0,2516.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",3,1,1,1,1,1,"True",2911,16,,1847.0,2911.0,1064.0,-1345.0,6103.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",3,1,1,1,7,7,"True",2498,16,,2410.0,2576.0,166.0,1912.0,3074.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",3,1,1,1,3,3,"True",1672,16,,2410.0,2576.0,166.0,1912.0,3074.0,"Outlier"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",2,2,1,1,5,5,"True",1833,16,,1444.0,1833.0,389.0,277.0,3000.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",2,2,1,1,7,7,"True",2077,16,,1684.0,2077.0,393.0,505.0,3256.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",2,2,1,1,1,1,"True",1511,16,,1544.0,1868.0,324.0,572.0,2840.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",1,3,1,1,7,7,"True",2367,16,,1830.0,3054.0,1224.0,-1842.0,6726.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",6,2,1,1,7,7,"True",1650,16,,1444.0,1650.0,206.0,826.0,2268.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",4,0,1,1,1,1,"True",1869,16,,1653.0,2808.0,1155.0,-1812.0,6273.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",4,0,1,1,3,3,"True",1653,16,,1653.0,2808.0,1155.0,-1812.0,6273.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",3,1,1,1,5,5,"True",1431,16,,1637.0,1879.0,242.0,911.0,2605.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",4,0,1,1,3,3,"True",1413,16,,1413.0,1565.0,152.0,957.0,2021.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",7,3,1,1,6,6,"True",1832,16,,1604.0,1832.0,228.0,920.0,2516.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",7,3,1,1,1,1,"True",1553,16,,1376.0,1553.0,177.0,845.0,2084.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",4,0,0,1,5,1,"False",5144,16,,3391.0,5144.0,1753.0,-1868.0,10403.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",5,1,1,1,3,3,"True",1637,16,,1444.0,1637.0,193.0,865.0,2216.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",7,3,1,1,3,3,"True",1358,16,,1358.0,1689.0,331.0,365.0,2682.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",7,3,1,1,1,1,"True",1252,16,,1358.0,1689.0,331.0,365.0,2682.0,"OK"
