"Age","Status","Studies","YearsOfExperience","Overlap","Indentation_Length","Nesting_Level","Distance_from_Center","Overlap_Above_Percent","Overlap_Below_Percent","Correct","number_of_given_answers","expected_answer","given_answer","is_correct","time_in_milliseconds","Subject","Name","Q1","Q3","IQR","Lower_Bound","Upper_Bound","Outlier_Flag"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",4,0,0,100,1,1,2,2,"True",1025,17,,1007.0,1401.5,394.5,-176.5,2585.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,1,1,"True",880,17,,881.25,1234.25,353.0,-177.75,2293.25,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","14",4,0,65,95,1,1,4,4,"True",1261,17,,989.75,1251.0,261.25,206.0,2034.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","6",5,1,0,100,1,1,5,5,"True",1581,17,,1081.0,1520.75,439.75,-238.25,2840.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","14",5,1,0,100,1,1,2,2,"True",941,17,,950.75,1176.0,225.25,275.0,1851.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","6",2,2,65,95,1,1,7,7,"True",1795,17,,1389.5,1796.5,407.0,168.5,3017.5,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,6,6,"True",2120,17,,1167.0,1708.25,541.25,-456.75,3332.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","10",6,2,65,95,1,1,4,4,"True",1125,17,,942.0,1245.0,303.0,33.0,2154.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","14",2,2,65,95,1,1,2,2,"True",1358,17,,1059.25,1412.0,352.75,1.0,2470.25,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","6",3,1,0,100,1,1,6,6,"True",1736,17,,1322.0,1688.25,366.25,223.25,2787.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","6",3,1,65,95,1,1,5,5,"True",1176,17,,1426.25,1982.25,556.0,-241.75,3650.25,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","6",2,2,65,95,1,1,3,3,"True",1415,17,,1389.5,1796.5,407.0,168.5,3017.5,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","10",5,1,65,95,1,1,4,4,"True",945,17,,1087.75,1352.0,264.25,295.0,2144.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","14",6,2,0,100,1,1,4,4,"True",744,17,,926.0,1127.0,201.0,323.0,1730.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","14",4,0,65,95,1,1,1,1,"True",921,17,,989.75,1251.0,261.25,206.0,2034.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","14",2,2,0,100,1,1,1,1,"True",956,17,,1057.0,1263.25,206.25,438.25,1882.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","14",5,1,65,95,1,1,6,6,"True",1006,17,,938.5,1388.0,449.5,-410.0,2736.5,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","6",5,1,65,95,1,1,7,7,"True",1460,17,,1337.0,1648.25,311.25,403.25,2582.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,1,1,"True",1146,17,,1167.0,1708.25,541.25,-456.75,3332.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","14",5,1,0,100,1,1,5,5,"True",980,17,,950.75,1176.0,225.25,275.0,1851.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","10",2,2,65,95,1,1,5,5,"True",995,17,,1215.75,1391.0,175.25,690.0,1916.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","14",5,1,65,95,1,1,4,4,"True",840,17,,938.5,1388.0,449.5,-410.0,2736.5,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,7,7,"True",1015,17,,895.75,1006.25,110.5,564.25,1337.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,6,6,"True",884,17,,895.75,1006.25,110.5,564.25,1337.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","6",5,1,0,100,1,1,6,6,"True",1775,17,,1081.0,1520.75,439.75,-238.25,2840.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","10",3,1,0,100,1,1,1,1,"True",1211,17,,1098.25,1332.25,234.0,396.25,2034.25,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","14",2,2,65,95,1,1,3,3,"True",1430,17,,1059.25,1412.0,352.75,1.0,2470.25,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","6",6,2,0,100,1,1,4,4,"True",1259,17,,882.75,1255.5,372.75,-235.5,2373.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","10",5,1,0,100,1,1,7,7,"True",1250,17,,930.0,1265.75,335.75,-77.25,2273.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","10",4,0,0,100,1,1,3,3,"True",960,17,,855.75,1143.75,288.0,-8.25,2007.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","6",6,2,0,100,1,1,6,6,"True",1245,17,,882.75,1255.5,372.75,-235.5,2373.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","14",2,2,0,100,1,1,6,6,"True",1126,17,,1057.0,1263.25,206.25,438.25,1882.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","14",6,2,0,100,1,1,3,3,"True",1034,17,,926.0,1127.0,201.0,323.0,1730.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","14",4,0,65,95,1,1,6,6,"True",1319,17,,989.75,1251.0,261.25,206.0,2034.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","6",4,0,65,95,1,1,2,2,"True",1959,17,,1383.5,1669.0,285.5,527.0,2525.5,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","6",2,2,0,100,1,1,3,3,"True",1314,17,,1144.25,1462.5,318.25,189.5,2417.25,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","10",4,0,0,100,1,1,1,1,"True",1119,17,,855.75,1143.75,288.0,-8.25,2007.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",6,2,0,100,1,1,7,7,"True",1260,17,,917.0,1075.25,158.25,442.25,1550.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,3,3,"True",856,17,,881.25,1234.25,353.0,-177.75,2293.25,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,2,2,"True",911,17,,881.25,1234.25,353.0,-177.75,2293.25,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","10",4,0,65,95,1,1,3,3,"True",1226,17,,1177.25,1290.75,113.5,836.75,1631.25,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","6",2,2,65,95,1,1,3,3,"True",1797,17,,1389.5,1796.5,407.0,168.5,3017.5,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","10",6,2,65,95,1,1,3,3,"True",941,17,,942.0,1245.0,303.0,33.0,2154.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,4,4,"True",1216,17,,951.0,1148.25,197.25,359.25,1740.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,2,2,"True",1169,17,,881.25,1234.25,353.0,-177.75,2293.25,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","6",5,1,65,95,1,1,6,6,"True",1481,17,,1337.0,1648.25,311.25,403.25,2582.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","10",3,1,0,100,1,1,4,4,"True",939,17,,1098.25,1332.25,234.0,396.25,2034.25,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",2,2,0,100,1,1,7,7,"True",1167,17,,1151.25,1357.75,206.5,531.75,1977.25,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","6",4,0,65,95,1,1,3,3,"True",1666,17,,1383.5,1669.0,285.5,527.0,2525.5,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","14",3,1,65,95,1,1,4,4,"True",920,17,,1044.75,1268.25,223.5,374.25,1938.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","10",3,1,65,95,1,1,2,2,"True",1081,17,,1124.5,1425.25,300.75,222.25,2327.5,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","14",3,1,65,95,1,1,3,3,"True",771,17,,1044.75,1268.25,223.5,374.25,1938.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,2,2,"True",941,17,,951.0,1148.25,197.25,359.25,1740.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","6",6,2,65,95,1,1,1,1,"True",1340,17,,1073.75,1305.25,231.5,379.25,1999.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","14",2,2,65,95,1,1,6,6,"True",1084,17,,1059.25,1412.0,352.75,1.0,2470.25,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Overlap","6",6,2,65,95,1,1,7,7,"True",1201,17,,1073.75,1305.25,231.5,379.25,1999.75,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","No_Overlap","10",5,1,0,100,1,1,7,7,"True",761,17,,930.0,1265.75,335.75,-77.25,2273.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",5,1,0,100,1,1,3,3,"True",1462,18,,1115.5,1456.75,341.25,91.75,2480.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",3,1,65,95,1,1,1,1,"True",1217,18,,1090.0,1451.75,361.75,4.75,2537.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",5,1,0,100,1,1,3,3,"True",1012,18,,1115.5,1456.75,341.25,91.75,2480.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",4,0,0,100,1,1,2,2,"True",1463,18,,1051.5,1440.25,388.75,-114.75,2606.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,3,3,"True",2140,18,,1079.75,1427.25,347.5,37.25,2469.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",3,1,0,100,1,1,1,1,"True",1011,18,,1170.5,1400.5,230.0,480.5,2090.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",2,2,65,95,1,1,3,3,"True",1259,18,,1196.75,1476.75,280.0,356.75,2316.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",2,2,0,100,1,1,6,6,"True",1375,18,,1371.25,1625.25,254.0,609.25,2387.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",4,0,65,95,1,1,4,4,"True",3803,18,,1744.25,3130.75,1386.5,-2415.25,7290.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",6,2,65,95,1,1,1,1,"True",1083,18,,1104.5,1441.5,337.0,93.5,2452.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",4,0,65,95,1,1,2,2,"True",1504,18,,1231.75,1540.75,309.0,304.75,2467.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",5,1,0,100,1,1,1,1,"True",1056,18,,1239.75,1729.5,489.75,-229.5,3198.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",4,0,0,100,1,1,5,5,"True",1372,18,,1051.5,1440.25,388.75,-114.75,2606.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",6,2,0,100,1,1,5,5,"True",1616,18,,1062.5,1362.0,299.5,164.0,2260.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",5,1,0,100,1,1,1,1,"True",872,18,,968.5,1315.75,347.25,-73.25,2357.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",5,1,0,100,1,1,7,7,"True",1731,18,,1073.25,1485.75,412.5,-164.25,2723.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",4,0,0,100,1,1,5,5,"True",1284,18,,1143.75,1368.25,224.5,470.25,2041.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",5,1,65,95,1,1,6,6,"True",1280,18,,1264.25,1500.0,235.75,557.0,2207.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",4,0,65,95,1,1,5,5,"True",1720,18,,1487.25,1592.0,104.75,1173.0,1906.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",3,1,65,95,1,1,6,6,"True",2315,18,,1849.0,2353.25,504.25,336.25,3866.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",6,2,0,100,1,1,1,1,"True",944,18,,1005.25,1354.5,349.25,-42.5,2402.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",2,2,65,95,1,1,6,6,"True",1530,18,,1354.75,1617.5,262.75,566.5,2405.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,7,7,"True",1393,18,,952.0,1260.75,308.75,25.75,2187.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",4,0,65,95,1,1,2,2,"True",1282,18,,1231.75,1540.75,309.0,304.75,2467.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",6,2,65,95,1,1,6,6,"True",1440,18,,1104.5,1441.5,337.0,93.5,2452.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",3,1,0,100,1,1,2,2,"True",1441,18,,1072.75,1491.25,418.5,-182.75,2746.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",6,2,65,95,1,1,4,4,"True",1643,18,,1104.5,1441.5,337.0,93.5,2452.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",2,2,65,95,1,1,5,5,"True",1621,18,,1343.75,1863.0,519.25,-214.0,3420.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",4,0,0,100,1,1,6,6,"True",1192,18,,1100.0,1461.75,361.75,14.75,2547.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",4,0,0,100,1,1,3,3,"True",3756,18,,1597.5,2605.5,1008.0,-1426.5,5629.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",5,1,0,100,1,1,2,2,"True",1218,18,,1239.75,1729.5,489.75,-229.5,3198.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",4,0,0,100,1,1,6,6,"True",1734,18,,1597.5,2605.5,1008.0,-1426.5,5629.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,4,4,"True",1302,18,,952.0,1260.75,308.75,25.75,2187.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",2,2,65,95,1,1,4,4,"True",1891,18,,1343.75,1863.0,519.25,-214.0,3420.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",6,2,0,100,1,1,1,1,"True",833,18,,1062.5,1362.0,299.5,164.0,2260.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",4,0,65,95,1,1,5,5,"True",1597,18,,1487.25,1592.0,104.75,1173.0,1906.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",4,0,65,95,1,1,1,1,"True",1037,18,,1487.25,1592.0,104.75,1173.0,1906.25,"Outlier"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",5,1,0,100,1,1,1,1,"True",859,18,,1073.25,1485.75,412.5,-164.25,2723.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",2,2,0,100,1,1,7,7,"True",1691,18,,1371.25,1625.25,254.0,609.25,2387.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",5,1,65,95,1,1,6,6,"True",1597,18,,1260.75,1545.25,284.5,407.25,2398.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",2,2,0,100,1,1,6,6,"True",1619,18,,1514.25,1635.5,121.25,1150.5,1999.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",6,2,0,100,1,1,7,7,"True",1441,18,,1005.25,1354.5,349.25,-42.5,2402.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",6,2,0,100,1,1,3,3,"True",1079,18,,1062.5,1362.0,299.5,164.0,2260.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",5,1,65,95,1,1,2,2,"True",1146,18,,1264.25,1500.0,235.75,557.0,2207.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,3,3,"True",1079,18,,1063.25,1378.75,315.5,116.75,2325.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,3,3,"True",1235,18,,1257.75,1537.0,279.25,420.0,2374.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",5,1,65,95,1,1,4,4,"True",1552,18,,1260.75,1545.25,284.5,407.25,2398.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",3,1,65,95,1,1,4,4,"True",1576,18,,1090.0,1451.75,361.75,4.75,2537.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",3,1,65,95,1,1,5,5,"True",1238,18,,1090.0,1451.75,361.75,4.75,2537.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",4,0,0,100,1,1,4,4,"True",1354,18,,1143.75,1368.25,224.5,470.25,2041.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",3,1,65,95,1,1,3,3,"True",1192,18,,1090.0,1451.75,361.75,4.75,2537.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",5,1,0,100,1,1,2,2,"True",1083,18,,1115.5,1456.75,341.25,91.75,2480.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",6,2,0,100,1,1,6,6,"True",1305,18,,1005.25,1354.5,349.25,-42.5,2402.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",3,1,0,100,1,1,3,3,"True",1054,18,,1072.75,1491.25,418.5,-182.75,2746.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",4,0,0,100,1,1,2,2,"True",1105,18,,1143.75,1368.25,224.5,470.25,2041.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",2,2,0,100,1,1,2,2,"True",1102,18,,951.5,1363.75,412.25,-285.25,2600.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",5,1,0,100,1,1,7,7,"True",1353,18,,1073.25,1485.75,412.5,-164.25,2723.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",4,0,0,100,1,1,4,4,"True",1552,18,,1051.5,1440.25,388.75,-114.75,2606.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",2,2,65,95,1,1,4,4,"True",1372,18,,1354.75,1617.5,262.75,566.5,2405.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",5,1,65,95,1,1,5,5,"True",1395,18,,1260.75,1545.25,284.5,407.25,2398.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",3,1,65,95,1,1,2,2,"True",1326,18,,1508.25,1803.75,295.5,621.75,2690.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,5,5,"True",1242,18,,1023.5,1230.25,206.75,403.25,1850.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",2,2,0,100,1,1,5,5,"True",1709,18,,1371.25,1625.25,254.0,609.25,2387.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,2,2,"True",1102,18,,1257.75,1537.0,279.25,420.0,2374.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",3,1,0,100,1,1,6,6,"True",1419,18,,1170.5,1400.5,230.0,480.5,2090.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",3,1,0,100,1,1,6,6,"True",1621,18,,1437.25,1739.5,302.25,530.5,2646.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",5,1,65,95,1,1,7,7,"True",1485,18,,1264.25,1500.0,235.75,557.0,2207.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",2,2,0,100,1,1,1,1,"True",1191,18,,1159.5,1524.0,364.5,66.0,2617.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",5,1,65,95,1,1,2,2,"True",1688,18,,1565.75,2206.75,641.0,-357.25,4129.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,4,4,"True",1396,18,,1063.25,1378.75,315.5,116.75,2325.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",4,0,0,100,1,1,4,4,"True",1076,18,,1597.5,2605.5,1008.0,-1426.5,5629.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",5,1,0,100,1,1,6,6,"True",1282,18,,968.5,1315.75,347.25,-73.25,2357.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,5,5,"True",1483,18,,1257.75,1537.0,279.25,420.0,2374.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",6,2,0,100,1,1,3,3,"True",942,18,,1039.5,1236.0,196.5,450.0,1825.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",6,2,65,95,1,1,4,4,"True",1394,18,,1057.0,1388.5,331.5,62.5,2383.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,6,6,"True",1465,18,,1257.75,1537.0,279.25,420.0,2374.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",2,2,0,100,1,1,7,7,"True",1642,18,,1514.25,1635.5,121.25,1150.5,1999.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",6,2,65,95,1,1,1,1,"True",1057,18,,1057.0,1388.5,331.5,62.5,2383.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",2,2,0,100,1,1,7,7,"True",1529,18,,1159.5,1524.0,364.5,66.0,2617.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,1,1,"True",857,18,,1063.25,1378.75,315.5,116.75,2325.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",2,2,0,100,1,1,3,3,"True",1081,18,,1159.5,1524.0,364.5,66.0,2617.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",4,0,65,95,1,1,4,4,"True",1553,18,,1231.75,1540.75,309.0,304.75,2467.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",4,0,65,95,1,1,6,6,"True",1689,18,,1744.25,3130.75,1386.5,-2415.25,7290.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",3,1,0,100,1,1,7,7,"True",1418,18,,1072.75,1491.25,418.5,-182.75,2746.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,4,4,"True",1533,18,,1023.5,1230.25,206.75,403.25,1850.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,1,1,"True",900,18,,1079.75,1427.25,347.5,37.25,2469.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",6,2,0,100,1,1,1,1,"True",856,18,,1005.25,1354.5,349.25,-42.5,2402.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",3,1,65,95,1,1,4,4,"True",1842,18,,1508.25,1803.75,295.5,621.75,2690.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",5,1,65,95,1,1,7,7,"True",2341,18,,1565.75,2206.75,641.0,-357.25,4129.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",3,1,65,95,1,1,6,6,"True",2366,18,,1849.0,2353.25,504.25,336.25,3866.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",3,1,65,95,1,1,4,4,"True",1622,18,,1508.25,1803.75,295.5,621.75,2690.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,3,3,"True",974,18,,1023.5,1230.25,206.75,403.25,1850.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,1,1,"True",990,18,,1079.75,1427.25,347.5,37.25,2469.75,"OK"
